class,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
grass,7048.56,7048.56,6684.45,3223.61,5670.23,1021.77,6007.5,5268.08,3273.34,6848.04,5462.03,3270.47,5209.76,5080.49,7010.87,2014.32,1025.57,3955.49,3225.03,5306.21,1325.51,1064.98,1339.18,958.341,1041.76,5878.04,4968.71,1260.67
grass,7360.82,6988.28,5434.1,6511.27,6502.75,4639.89,6749.22,1491.79,5117.82,7104.97,7170.96,1074.98,5103.75,5663.66,6648.12,1891.51,787.553,4832.76,1550.49,464.834,5930.14,4708.06,1901.14,2566.95,607.107,7360.82,6056.22,3868.94
grass,7482.8,6912.6,5748.75,6332.88,6771.25,3358.26,6983.51,6798.16,6437.89,4502.6,7482.8,5343.27,4987.68,5365.58,4505.37,1801.67,724.133,5240.32,6405.99,5071.04,4240.76,1173.37,4400.68,2889.56,961.88,7282.29,2022.2,6824.46
grass,7922.73,7239.94,1999.69,5591.86,5142.44,1707.28,7701.72,5143.91,7827.7,5326.91,7922.73,1037.79,5100.77,5878.98,4839.24,2514.16,712.919,5477.75,1770.81,705.4,6853.44,4672.66,3496.96,2878.79,868.827,7666.78,3880.45,6878.45
grass,7863.95,5826.79,4220.22,4109.69,4675.29,2097.35,5728.9,5020.76,5091.81,4062.09,7761.23,2252.79,7203.52,5593.26,3477.33,1269.05,792.479,5587.06,965.622,3548.31,3923.75,3081.58,3021.74,3432.22,936.435,7863.95,6346.18,7133.96
grass,6917.12,6917.12,5520.17,5090.5,4878.69,4091.79,5169,5124.49,5004.46,6063.89,6263.39,3382.96,3024.54,4341.03,5767.64,1967.59,859.839,4061.17,2519.34,4973.48,4228.06,2812.34,1532.14,1102.92,2330.27,5765.75,3879.8,4370.22
grass,6806.17,6806.17,4428.52,2269.89,3734.82,3549.95,4166.25,4059.07,3794.61,5230.49,5526.62,1035.36,3346.82,976.926,5304.79,2563.87,3977.39,3777.06,5752.07,4018.1,1997.41,2766.6,1910.34,1256.47,1371.28,4708.17,4214.49,4510.35
grass,6677.12,6677.12,5812.63,3148.07,4844.8,3961.25,5047.97,4341.69,5399.31,5756.38,5971.33,1360.25,1847.91,4252.51,5799.45,2326.03,845.998,3895.68,1106.77,4894.31,4637.46,2557.74,1251.42,1222.68,2000.34,5377.85,3432.27,5261.64
grass,7650.83,7020.04,7212.76,5657.83,1068.52,845.563,7377.88,2836.53,7441.81,7650.83,7571.48,1342.62,5564.59,5047.15,4526.52,1628.84,666.905,5143.5,2068.06,1159.65,5856.56,5749.27,5675.17,2186.78,984.45,7377.86,7347.77,4462.57
grass,6597.32,6597.32,4475.13,2687.28,3500.35,1176.55,3684.02,4229.59,2330.58,5149.8,5400.02,2548.46,4443.07,5005.2,5776.07,1932.19,1226.1,4377.2,2677.78,4171.88,1170.6,1119.44,1235.74,936.744,951.089,5503.02,5044.96,2363.77
grass,6396.02,6293.95,4591.18,4234.17,3991.97,4142.66,4451.05,4395.32,2347.11,5614.89,5921.12,1724.93,5435.72,4364.34,6396.02,2649.03,1170.44,4172.13,2179.39,2378.39,1131.61,2052.42,2094.36,773.04,2730.13,5560.07,1263.87,5146.53
grass,6539.47,6539.47,5213.18,3725.94,4616.14,2550.78,4944.43,5184.48,3320.83,5871.3,5154.63,3535.62,5029.32,3739.55,6289.88,2894.68,638.013,4257.32,937.442,4455.22,607.406,669.354,1373.93,1255.71,851.031,5657.2,4735.39,2508.6
grass,7422.62,7036.07,6835.87,3981.23,4087.11,6635.73,6812.84,6382.11,6163.29,7112.04,7073.81,2031.03,1229.56,6181.94,5398.09,2167.37,1028.18,5194.19,1035.45,5891.1,6461.3,3167.3,1331.25,1160.23,1873.35,7422.62,4097.62,4691.76
grass,6934.76,6934.76,5682.88,3829.17,4574.48,4662.39,5765.43,5507.93,2500.25,6704.71,1562.44,2115.71,3668.21,3969.37,6212.31,3235.13,1703.67,3338.32,6481.27,5440.49,2243.09,1562.94,1466.93,942.516,607.87,6168.32,6510.44,6932.7
grass,6131.81,6131.81,5502.59,4033.27,3013.92,1787.81,2703.62,2910.47,5527.17,5882.21,6053.96,1830.99,2835.84,5667.95,3147.85,2314.58,792.811,5424.06,3691.56,3365.22,2333,585.615,3178.9,2441.91,1437.63,5707.64,2559.87,5326.9
grass,7265.06,6911.01,5037.68,4578.58,6050.32,3830.44,6645.88,6399.06,6076.97,5771.31,6592.45,3086.32,2580.71,5050.17,3503.55,872.882,948.691,4394.49,874.647,1077.09,2704.13,2088.89,2649.31,3953.2,794.696,7265.06,6169.46,5532.81
grass,6478.79,6478.79,4140.9,725.91,3889.05,2848.51,4343.54,4424.94,3675.54,5548.33,5702.04,484.62,5303.68,1260.42,4793.39,2888.75,3119.09,3684.41,5487.74,4399.91,3405.21,1174.24,1968.66,1481.33,681.777,5073.05,3791.24,2134.41
grass,6842.89,4186.67,4450.76,1816.82,4428.3,3669.46,5593.1,5446.34,5525.03,6564.58,6842.89,684.588,3824.09,743.121,4722.04,2737.53,3430.09,3095.99,4328.66,3967.56,2122.55,2004.99,1773.2,1309.33,1033.68,6115.74,4783.53,4708.51
grass,7494.82,7100.77,6890.51,6825.51,6828.21,5419.75,6998.67,6626.86,4970.62,7158.61,7494.82,4068.72,1997.78,2302.79,6996.9,2347.19,701.658,1965.26,1008.61,3781.71,5157.4,3011.53,1653.31,1299.18,2824.98,7190.88,2780.05,4159.86
grass,7504.16,7218.5,6926.61,6525.05,5859.86,5949.95,6383.17,3544.27,7075.25,7404.97,7504.16,1337.52,1641.93,5771.2,6417.71,2905.96,766.95,3891.56,899.405,5877.23,5326.08,1528.54,1316.15,1002.22,1822.26,6788.42,7035.13,3268.39
grass,5929.94,4488.45,4701.09,2879.26,4010.92,3026.8,4953.84,4316.85,3564.71,5096.65,5814.18,631.342,4195.01,1016.62,4454.57,2826.14,3944.39,3066.04,4609.87,3863.76,2415.98,3525.72,1798.19,1355.6,911.851,5929.94,4606.67,3780.29
grass,8017.47,7409.72,7715.48,6375.97,7557.83,3129.47,7979.64,3877.23,7899.44,7881.98,6973.76,2135.31,5452.98,5388.2,3409.19,3019.5,775.629,5678.32,1667.03,5824.42,5092.68,731.621,3455.95,2716.65,1400.93,8017.47,2768.84,6692.29
grass,5800.96,5635.09,3857.83,3829.91,3667.6,3751.69,3986.7,3513.7,1026.3,4383.52,5629.33,887.841,5509.14,3790.25,5800.96,2651.27,3020.97,3672.58,1685.95,2840.22,2227.69,2074.42,1740.6,872.602,2674.63,4844.47,2308.98,4800.92
grass,6139.5,6139.5,4144.55,2575.49,4097.72,3853.6,4059.65,4622.38,3595.32,5482.76,1840.77,1251.31,3420.17,2205.52,5240.75,2414.65,3700.96,3970.85,5357.01,4323.95,2257.18,1994.39,1604.08,1118.4,595.979,4864.37,3802.08,5114.06
grass,6693.37,6693.37,4451.29,1719.57,4257.98,3040.06,4270.57,4155.75,3977.52,5893.44,5917.15,1549.76,5558.42,760.949,5581.61,2850.98,943.661,3080.16,5641.13,4696,3987.21,3870.29,1619.44,2625.91,1079.33,5705.96,1104.95,2366.89
grass,6506.8,6506.8,5067.6,4993.55,4721.5,4918.62,5275.8,5533.71,4195.99,6292.51,6482.79,2698.01,5498.06,3083.83,6506.3,1918.1,2744.54,4325.01,3474.2,2522.35,1641.45,2183.42,2137.86,906.916,1634.56,6060.19,961.103,5691.56
grass,6603.31,6603.31,3529.22,4804.5,2517.72,1703.24,4959.64,4299.51,5414.29,6006.1,6300.47,3043.92,4536.08,5223.11,4939.41,1950.7,803.847,4648.01,4359.99,4256.19,4170.09,4044.74,1394.78,1523.82,858.543,5472.85,4631.71,5384.24
grass,6397.25,4888.09,5356.01,3394.08,3758.01,2121.94,5082.72,5186.3,3697.92,5949.73,1938.71,2043.19,4175.78,4039.5,5720.3,2731.89,2449.17,2426.01,6397.25,3113.71,2338.89,1397.07,1513.47,1075.4,690.961,5292.01,4406.12,4425.48
grass,7826.46,7194.21,4697.69,2478.74,4053.01,664.82,7590.8,6215.35,6915.11,7826.46,7735.1,1150.4,4990.95,4915.78,5309.73,2284.17,720.146,5130.12,5137.8,6151.21,6875.29,5854.53,1420.87,1326.08,816.051,7647.64,5575.43,5582.8
grass,6320.08,4711.91,3423.49,1870.77,2833.27,3263.44,3114.77,3745.13,2724.51,6320.08,4942.27,1671.91,3939.3,3106.31,5076.19,2398.57,1082.92,3665.49,4532.62,3268.22,1105.98,1316.21,1496.32,802.797,739.247,4795.86,4978.46,6148.16
grass,6552.3,6552.3,4114.13,3861.1,1067.83,3188.81,4325.5,1940.03,4455.95,4729.65,4326.46,2441.88,3080.56,4719.66,4805.39,1614.3,924.411,3465.04,4601.45,5284.25,3424.3,4126.73,1379.63,2605.17,1083.37,5451.11,6451.98,5380.37
grass,6777.87,6777.87,5077.33,4097.54,4405.32,4105.63,5110.31,5399.6,2425.34,6234.15,4810.02,1556.83,5740.68,5115.51,6630.56,2528.32,1385.99,3967.77,784.376,4831.47,1131.04,1269.45,1296.33,1038.08,753.298,5899.19,3210.09,3768.22
grass,6541.2,6541.2,4343.56,1292.14,4161.47,2778.41,4622.91,4970.93,4434.99,5617.49,5233,2378.63,5368.1,854.669,5145.98,2898.94,1037.02,2960.37,5560.55,4514.49,3320.85,3392.68,1590.88,2097.13,920.744,5451.52,958.619,2974.78
grass,6412.89,3123.36,4323.38,4021.95,6262.31,6168.36,6412.89,5187.89,1375.55,2404.55,2863.84,2485.21,3176.97,2381.8,5464,1990.63,2032.98,2983.18,947.597,773.269,1253.95,4180.54,1604.98,975.196,1799.22,3536.34,3072.26,3546.46
grass,7248.22,7248.22,4556.91,4473.99,3609.32,4011.42,5890.98,3924.39,5041.44,6217.25,6347.34,1914.42,4585.05,5625.97,4509.86,2684.31,1362.05,4816.77,5380.6,4921.83,5014.61,4635.05,1483.92,1449.25,1014.9,5903.34,4301.5,3805.7
grass,7822.11,6957.02,5354.63,5996.54,6395.45,3900.59,7125.09,5106.17,6824.15,7302.54,6905.21,2007.1,5767.48,6144.38,6005.42,1706.06,697.609,3860.92,3673.15,536.201,5221.61,5045.38,1936.96,1634.16,678.901,7822.11,7722.56,5781.54
grass,7036.76,6877.2,6856.37,6524.47,5206.41,5449.15,6604.57,1514.78,7036.76,7024.72,6914.99,1093.84,4122.26,4109.86,5268.89,1093.2,716.688,4908.85,5329.35,1163.71,3226.72,5153.7,2404.56,2222.57,1250.21,7017.5,3390.43,6855.41
grass,6661.74,6661.74,5844.08,1955.65,4630.64,1531.73,4824.07,4162.69,5841.44,4327.42,6193.25,1760.67,4931.62,5090.8,5325.97,2212.86,2666.25,1593.41,5869.4,4773.16,1031.87,2371.41,1729.45,1016.56,872.092,5004.61,5153.91,4022.99
grass,7124.99,5109.91,7124.99,6697.07,6718.61,6542.93,5796.5,3229.05,3326.2,4779.73,4704.91,1707.9,4698.33,3478.03,5501.02,1984.65,3110.81,4086.64,2700.97,642.859,4755.25,2273.05,1934.33,1120.91,854.532,5298.69,1103.91,4755.36
grass,6936.56,6781.34,6539.19,2486.82,5587.33,1548.8,5898.02,2000.3,6666.29,6936.56,6863.02,2549.22,4809.83,5326.85,4134.44,2427.79,723.567,5081.59,1252.01,993.372,3487.32,1028.23,2398.31,4055.94,722.593,6714.01,5873.29,6548.33
grass,7827.54,6589.96,6759,3661.42,7415.25,7147.48,7575.04,7326.64,1154.41,6108.19,7827.54,3758.21,6442.02,5759.9,7259.79,2497.69,2717.44,3799.97,3437.77,1898.47,1397.06,6218,1939.79,697.321,1837.68,7803.15,1065.91,7058.59
grass,6614.29,6614.29,5362.23,4824.65,4992.19,5382.91,5498.55,5265.94,4438.55,5404.07,6511.61,1244.08,6229.31,1689.89,5819.59,2447.46,3572.54,4048.54,6038.47,4100.35,4322.53,4414.77,1503.65,1327.12,1420.16,6229.63,3636.36,5971.02
grass,6798.29,6798.29,5356.16,3564.57,2941.52,4191.92,4546.93,4156.34,4900.91,5287.5,5573.79,2383.06,3201.2,5093.28,4868.76,2498.78,1058.22,4723.34,5021.45,4610.94,4078.81,4139.62,1368.82,1611.59,1109.48,5575.61,3349.76,4755.9
grass,6412.05,4963.75,5581.88,4397.79,4635.1,4897.15,4973.91,4800.73,3610.95,5199.05,5529.28,1181.58,6412.05,1783.26,5813.5,2272.53,2230.31,3674.34,3410.8,4194.94,1051.64,2212.99,1772.77,666.127,1267.95,5542.29,1676.46,2804.39
grass,6182.64,6182.64,4258.32,2767.04,3481.42,3860.91,4034.26,3267.33,3080.34,5182.69,5335.45,712.028,5210.53,1092.51,5571.87,2461.33,3534.09,3772.11,5442.22,4133.29,2821.86,3082.23,1746.65,1376.72,1212.44,4393.62,1849.85,4523.87
grass,6240.79,3131.09,6055.84,854.425,6240.79,5583.86,5769.93,5199.65,2921.01,2337.97,3953.62,2789.83,5094.92,3484.81,6070.1,2074.55,1018.52,3075.33,3949.9,4747.65,868.984,760.396,1693.8,848.39,857.215,3952.69,3313.53,4774.03
grass,7550.9,7550.9,6595.58,4387.02,6156.62,3688.65,6588.27,6313.17,3965.47,7167.59,5603.28,1647.96,3013.61,4748.69,6878.96,3026.97,2327.67,1843.62,6847.81,5493.36,5183.52,794.725,1401.71,1016.43,756.849,6720.89,6923,3297.13
grass,5057.55,1598.6,3551.83,2659.58,3639.53,2871.03,4327.34,3754.38,1711.44,4549.32,4549.32,988.243,5057.55,3004.24,4768.21,1906.71,1259.37,2605.95,2572.99,2151.08,941.047,1669.14,1643.65,765.441,1053.98,4545.91,3894.08,1833.16
grass,6578.38,6578.38,4850.8,4289.12,3531.13,1619.26,4547.42,4551.08,3610.41,5349.67,5433.24,3926.65,4069.65,4970.99,6532.21,3107.4,645.03,2700.84,833.259,3470.06,782.452,1956.09,1319.51,1148.28,720.69,5502.81,4517.97,1619.91
grass,6912.78,2511.04,3513.03,2344.89,6379.89,4202.98,5405.64,4680.28,2611.52,1531.63,3417.44,1936.61,3719,4372.22,6912.78,2684.36,820.881,3041.72,2675.85,5335.41,1245.15,1460.72,1394.92,812.173,677.947,1680.32,2794.47,4217.82
grass,7157.13,6752.95,6573.48,6207.45,6378.47,3966.8,6539.09,5420.86,2618.52,5984.46,7157.13,1136.75,6926.62,1000.75,5933.06,2242.35,4419.34,3268.37,6244.18,5389.29,3425.17,4808.01,1699.48,2177.37,1244.78,6953.39,757.539,3049.63
grass,6861.11,6609.28,3334.23,4160.48,3891.86,814.132,5365.24,5212.07,6375.35,6627.75,6647.87,762.493,3967.98,5299.87,3941.69,2014.17,660.341,5108.24,3525.76,949.443,3619.43,4011.92,3533.82,2131.81,759.754,6063.13,5652.4,6861.11
grass,7271.66,6119.61,2429.06,4798.96,5378.13,4549.9,5025.55,4991.47,5310.29,6680.61,5851.9,2672.89,5472.27,3447.52,1632.31,3503.06,864.081,5130.43,681.552,5185.98,4571.93,648.705,2434.44,1856.19,1704.31,7271.66,5398.47,1444.65
grass,7532.23,7106.75,6784.56,6343.35,6552.47,1571.9,7097.26,6168.98,2467.39,7532.23,5821.91,3200.62,6463.47,5651.09,6889.62,1803.17,1163.04,4873.9,697.203,5693.81,969.924,991.332,1310.36,1173.1,776.957,7196.94,6623.24,4015.53
grass,6636.29,5918.95,4821.52,2853.06,4744.87,4920.29,5389.38,5559.35,986.883,4565.97,6636.29,2817.08,5043.15,3612.78,6296.64,2343.63,2841.55,3706.51,664.701,1385.06,943.396,4732.8,1664.54,929.082,1885.38,6496.06,1022.93,5618.38
grass,8019.62,7167.44,7393.97,7431.99,7503.77,6542.58,7627.35,7184.56,7494.11,8019.62,8000.57,4416.06,3412.47,5351.58,5812.59,2059.86,816.766,4442.94,2363.6,5376.67,2897.22,2799.31,1613.64,1138.77,2182.02,7916.2,3836.19,5389.2
grass,4560.23,4560.23,3640.11,1027.04,2630.32,1804.1,3492.74,3967.08,4060.08,4280.67,4532.41,1196.87,3703.51,2891.2,4380.43,1915.56,2213.27,1698.92,4371.52,3709.3,2529.04,1302.59,1632.13,1252.13,773.512,3960.29,4130.62,2441.08
grass,6295.72,6051.41,6295.72,4382.77,5494.19,3930.25,5886.48,5508.35,6161.84,5778.87,6274.96,1826.74,1695.18,5496.02,5843.65,1286.88,856.033,4075.14,4202.92,2818.11,4929.12,1166.43,1658.66,1753.55,1428.57,5685.68,5363.9,4777.65
grass,6850.42,5001.81,5990.76,6126.01,557.974,6070.64,6850.42,5502.92,6546.03,5762.09,5091.88,950.228,4573.57,4630.99,4619.9,1424.12,665.664,3935.14,4171.16,3461.85,4582.23,5306.68,1637.57,2611.5,918.13,5961.49,4595.4,4802.56
grass,7927.78,6841.22,6762.01,3821.04,2210.22,6403.29,7318.88,6087.18,6677.71,7812.33,7927.78,2039.23,2824.33,7154.8,4737.09,3590.39,1063.31,4985.01,5365.1,6250.06,6814.35,4282.91,1424.94,1052.52,1080.4,7665.05,4891.54,6973.22
grass,6037.58,3821.31,3800.39,1241.53,3569.32,3629.95,3404.4,3816.74,4238.54,4236.82,5444.16,1614.87,3949.88,2688.63,1588.13,2228.28,1015.85,3349.13,2835.88,4443.62,1013.92,1247.6,1422.43,786.787,695.276,6037.58,3836.45,4118.69
grass,7339.72,7293.39,5797.55,3888.53,4771.81,4434.3,4865.77,4643.81,5523.13,5731.47,7161.65,1395.97,5645.35,1473.43,7339.72,3264.22,683.31,4929.51,6359.66,4726.77,567.634,1153.56,1662.25,888.291,1182.02,6778.67,4038.31,2783.99
grass,6526.8,6526.8,6454.29,1135.94,3914.89,1278.26,5738.97,5439.6,6226.01,5691.43,4700.03,1774.26,1481.18,3287.49,5919.07,1907.83,1927.4,1958.03,6442.91,2769.18,2923.76,1216.04,1524.8,1118.8,612.487,5694.56,4734.14,3279.74
grass,7915.29,7420.87,7873.36,7851.41,5910.44,7233.66,7613.57,2020.99,7786.3,7915.29,7672.94,1059.23,5201.01,4802.22,5852.49,1210.54,813.713,5456.79,1512.5,2396.65,5296.25,6091.45,2132.64,2394.26,1497.56,7741.26,2891.5,7479.31
grass,8027.72,7058.09,7554.55,6544.87,7520.64,7513.38,7666.04,7038.09,6646.34,8022.51,7995.72,3409.87,2369.27,6421.62,5691.43,1919.39,862.051,5254.88,3607.54,6348.23,7205.33,4193.5,1494.14,1202.71,1267.05,8027.72,3748.48,4868.56
grass,8272.95,7067.26,5154.21,6068.53,7655.52,4116.47,7907.37,7648.61,6793.93,8272.95,7667.32,2553.24,5737.9,1374.74,2304.02,3659.7,938.348,5260.37,553.67,6520.71,3644.93,594.92,2434.96,2970.12,1715.93,8241.51,4935.98,1366.58
grass,7600.65,7438.54,7600.65,7028.33,1299.85,6344.96,6619.64,3161.51,7129.96,6524.07,7328.36,1640.2,3921.47,5788.01,6069.86,2168.77,672.155,5254.07,4697.22,5685.96,986.586,5355.09,2053.37,2303.03,1706.14,7199.44,2826.81,7182.42
grass,6651.81,6651.81,4158.67,4661.39,3205.43,3066.17,4628.25,1225.57,5095.38,5891.38,5911.23,1183.14,5542.31,5259.11,5229.36,1287.86,683.37,4765.28,917.954,928.049,2442.96,3913.84,3172.67,2190.97,1792.74,4912.85,1926.68,5711.86
grass,7345.95,7248.27,7345.95,4906.28,6644.22,4522.31,6420.75,5897.47,5673.47,6678.19,4619.26,1502.17,3851.42,3976.9,6236.86,2003.26,2477.75,1822.13,6540.41,2157.17,4115.65,1221.85,1621.63,1223.81,831.029,7299.13,6668,1532.55
grass,6870.09,6870.09,4238.42,871.886,2470.76,984.623,5045.71,4213.4,5478.98,5590.66,5995.82,1492.74,4277.09,2596.77,4545.78,2923.59,4648.33,3656.16,2534.52,4633.21,2663.23,924.719,1862.81,1389.03,731.804,5740.74,4868.52,959.144
grass,6509.05,5605.44,6509.05,2493.61,5938.76,2591.65,5373.31,5587.54,6183.79,6243.47,6419.49,1463.91,3626.46,5098.39,5332.28,2937.79,2483.05,1582.53,6236.55,5287.24,2634.48,2429.82,1711.41,1081.73,907.758,5643.06,5836.05,4151.61
grass,6501.09,6501.09,4572.65,3476.79,3920.05,4261.58,4106.17,4532.31,4435.22,4985.87,2999.82,1184.86,4455.29,2353.37,5553.24,2286.85,3597.95,4045.93,6005.8,4313.41,2393.37,2427,1819.86,904.858,696.385,5031.8,4326.99,5058.99
grass,7544.14,7250.31,7544.14,7492.83,7533.83,7209.52,7357.76,2768.89,7157.76,6538.11,7117.89,1106.5,4760.21,5423.98,6035.72,2264.59,968.05,5405.1,6417.98,3313.8,5059.16,4888.07,1901.7,2479.47,1391.63,7275.17,2584.46,5644.86
grass,6649.02,6649.02,3753.64,799.897,2112.38,2503.71,4465.21,4610.34,4351.59,5538.22,5891.27,1053.91,4557.69,1461.59,5448.37,2982.39,4553.65,3715.76,3875.09,4522.09,3288.29,996.32,1729.9,1370.71,674.182,5223.73,4704.49,1025.65
grass,5994.02,5994.02,3978.74,3190.03,3605.92,3910.87,4020.39,3452.2,2636.81,3974.03,5653.99,1530.24,5579.17,1692.47,5661.47,2455.57,2805.13,4008.06,1213.81,3614.68,2857.46,2474.87,1787.81,672.942,1392.03,4877.16,2180.77,3663.86
grass,8113.25,7132.56,5626.16,6915.34,5986.22,2290.68,7940.57,2486.22,7981.55,8113.25,7920.37,1314.41,7089.02,5591.61,6062.26,1469.49,686.433,4248.23,1313.24,535.042,7451.89,1124.85,3656.56,3614.94,854.257,7982.3,4916.04,7792.03
grass,5058.17,3951.62,3437.33,2121.41,2759.78,2654.38,3359.93,3523.47,3862.7,3961.31,2097.83,3005.72,2239,5058.17,4208.67,1901.28,921.323,2885.65,4308.37,2656.4,3295.3,1248.85,1389.57,1031.16,793.732,3504.51,4134.22,2261.19
grass,7547.42,6771.97,7368.89,7421.17,7227.89,7103.71,7273.15,7220.49,2355.39,7387.41,7547.42,1332.3,6903.12,1660.31,7132.03,2042.57,1377.66,4818.97,6972.89,3828.47,1132.18,1363.4,2335.81,745.34,2590.76,7340.44,1411.83,1738.35
grass,8031.6,7115.33,6419.2,7080.24,7854.88,1379.44,7859.44,7268.81,7806.18,3117.04,7818.4,4857.93,5192.37,5819.13,5085.3,1828.91,732.647,5507.71,5923.31,6606.84,3803.32,4302.67,5096.75,2630.21,1199.19,8031.6,2285.99,7923.78
grass,6900.13,5685.49,6520.35,6900.13,6488.36,6375.59,6207.08,4517.17,1792.54,3060.48,5450.92,1688.03,4468.16,1277.88,5765.93,2254.99,3109.95,3645.76,796.065,1109.82,1119.66,4910.42,1806.47,944.67,1950.35,5290.16,2987.49,5299.11
grass,7293.06,7293.06,6860.96,6341.39,6133.82,3200.85,5895.36,4909.49,2913.38,6825.86,6924.5,3427.57,5792.47,2844.19,6821.32,2518.12,822.451,3903.25,3230.48,4367.09,1444.22,1164.46,1342.34,1028.53,825.681,6734.26,3118.25,4121.8
grass,6901.52,1873.56,2796,2620.13,2611.14,2916.33,2678.95,1910.64,2241.58,1991.19,3641.81,1051.69,6901.52,3316.21,4862.05,2322.85,1044.13,3071.59,4303.82,2056.52,763.447,1659.7,1650.92,857.366,977.099,2196.03,2128.88,1719.36
grass,5946.84,5356.69,3630.33,1294.02,2988.49,2519.51,4547.81,5012.41,5299.92,5946.84,5919.05,589.578,4713.37,1232.03,5742.14,2828.28,4176.61,3484,5691.68,4385.24,2393.54,1825.84,1717.21,1386.95,731.53,5224.69,3518.8,3614.14
grass,7013.2,7013.2,3980.32,3142.46,3504.11,1576.53,5499.91,4651.05,4460.27,6295.75,6470.93,4050.29,4453.85,5746.5,4648.99,3118.06,1586.01,4821.1,4958.98,4588.87,4687.34,4342.96,1561.49,1266.44,809.917,5889.68,5745.34,4521.45
grass,7697.12,7020.75,7055.35,7128.43,7213.01,4798.5,7475.19,971.313,7481.91,7461.64,7368.33,1076.05,6559.27,5625.49,5637.92,1215.31,716.893,4194.5,902.719,571.198,5894.89,1560.88,2658.9,2475.71,746.986,7697.12,4542.87,2905.48
grass,6847.47,6847.47,5027.69,4553.3,3972.03,4134.1,4015.09,3579.58,4542.95,5519.25,5446.65,1443,3537.04,3716.87,6232.74,2764.73,881.177,3909.92,4539.07,4869.8,1683.42,1407.42,1445.82,1067.06,946.392,5419.07,2429.39,2413.12
grass,6885.36,6885.36,4891.51,3329.25,4275.46,3214.84,4389.19,4552.04,5265.01,4627.01,5528.89,3461.02,2615.06,3907.1,6688.69,3103.6,681.744,4273.85,4955.12,4095.04,554.009,536.561,1514.35,1092.98,990.372,5579.68,4293.85,5246.84
grass,7687.4,7110.28,1755.01,5635,5361.36,1622.57,7622.46,3167.08,7663.96,4728.55,7595.35,980.851,3771.45,5433.32,4130.53,1735.72,672.728,4837.7,3603.27,1053.84,6199.86,5964.71,3265.07,2770.02,872.188,7687.4,4646.1,7084.93
grass,8030.67,7119.6,2388.14,5698.58,3811.87,796.97,7692.27,4260.02,7989.26,7395.63,8030.67,956.738,3625.85,6048.26,4446.77,1754.93,627.112,5150.17,3985.05,1033.34,5707.22,6155.33,3080.67,2218.81,781.448,7962.75,3981,7326.5
grass,6927.68,6730.95,6927.68,5517.84,6143.14,1476.76,5937.92,3035.81,6445.87,6319.06,5997.17,5040.69,5462.68,4893.71,4072.64,2093.65,765.008,4953.09,2466.85,4386.45,2936.81,1314.6,3624.67,3597.5,841.816,6620.75,3071.57,6427.96
grass,7775.08,6860.98,3719.47,7747.15,7663.47,4684.79,7660.15,6736.15,6533.96,7775.08,5716.35,1164.1,5131.43,793.741,2462.78,3203.35,895.098,3035.59,632.921,6093.92,1282.83,841.569,2965.6,1923.21,2060.87,7655.83,4788.42,1336.63
grass,7503.36,7162.76,7012.61,6825.47,6940.59,6095.71,6900.52,6461.96,4949.94,7329.33,6072.5,3818.78,5109.56,1741.69,7202,3023.32,700.096,3601.45,1846.8,5804.69,1013.33,2819.86,1458.42,1049.84,912.974,7503.36,1681.62,4440.54
grass,6012.09,6012.09,4065.76,3950.88,4097.94,3251.62,4507.81,3380.1,5176.57,4937.78,5943.99,2111.82,5818.7,679.414,5179.41,2515.63,2158.89,2965.29,5499.09,4666.18,3963.98,3699,1543.95,1882.75,1832.75,5331.21,1651.63,3064.12
grass,7329.74,7329.74,7295.57,5677.88,4886.07,6208.95,6599.18,3782.54,7140.81,7053.08,7165.5,858.436,3200.94,6045.78,6678.14,1488.23,943.653,2776.72,1953.26,6081.27,6140.96,3246.34,1335.14,1558.97,1278.4,6950.91,5349.19,1886.35
grass,7207.45,7207.45,5588.06,4821.88,4608.89,4421.57,4869.5,4477.61,4812.41,5795.02,6074.4,1513.48,3620.32,3947.82,6417.78,2904.34,780.151,4566,2410.59,4778.39,1491.28,1635.54,1518.49,1017.83,882.211,4784.38,1686.24,2635.46
grass,6323.72,6046.82,4604.51,4271.58,4012.29,4265.74,4370.38,3914.79,3923.77,6323.72,4287.04,1412.12,4281.99,3465.67,5981.84,2426.38,883.347,3942.3,4933.65,4960.96,2629.79,1720.49,1607.49,859.857,797.14,5196.1,3328.99,3009.12
grass,7144.92,6301.96,6673.26,5299.09,5380.76,4868.43,6026.88,5057.74,5886.38,7144.92,6527.07,1988.31,3813.4,6164.37,6552.69,3174.53,885.554,3910.76,3162.03,3140.11,4120.64,1840.6,1517.55,869.049,921.698,6910.77,6683.74,3020.93
grass,6086.06,5267.67,5173.81,4491.97,4351.19,3587.93,3799.64,4200.45,4545.79,5569.84,4810.48,2210.14,1933.7,3928.27,3305.16,1510.65,753.581,2621.08,4245.17,3713.89,4278.17,928.013,1537.64,1671.7,1489.27,6086.06,5865.89,5255.03
